strategy,test,target1,target2,attr1,attr2
fasttext,weat7,0.010965205820812502,0.015990717887900505,0.02670113008658481,0.027487918297452816
bert_0_sws_avg,weat8,0.0960651125743082,0.09910971263681594,0.087230058432058,0.07207634214257215
bert_0_sws_first,weat8,0.030343169798983195,0.01072885451416985,0.019622808079514147,0.03117563830085961
bert_2nd_last_sws_avg,weat8,0.0014747093131918004,0.0018767379372477563,0.001569629823314638,0.0010837870636564199
bert_2nd_last_sws_first,weat8,0.0007671375177431458,0.000708329795138859,0.0006896659439258976,0.0007362911056676291
bert_all_sws_avg,weat8,0.02519642059061602,0.028076104499191987,0.022202153309609157,0.016493758590570083
bert_all_sws_first,weat8,0.009901464095010722,0.005657228658743148,0.007978422169983027,0.009460661108990697
bert_last_CLS,weat8,0.00041373023755283007,0.00017005126729731544,0.00021291955454784872,0.00026836584666394377
bert_last_sws_avg,weat8,0.023090178100684762,0.027394595615268743,0.023581200196793148,0.02020826021781546
bert_last_sws_first,weat8,0.007901457014222719,0.008991395964441309,0.009757950245283763,0.011333078297554845
fasttext,weat8,0.02946932434235602,0.015990717887900505,0.02670113008658481,0.027487918297452816
bert_0_sws_avg,weat9,0.006401262246683452,0.01805579918727215,0.11140260811126249,0.028031994611026973
bert_0_sws_first,weat9,0.03718200903155556,0.03547578498456556,0.055701644693902985,0.02815792513988861
bert_2nd_last_sws_avg,weat9,7.695285068305708e-05,0.00012644363218314612,0.0012543311643628864,0.0002462093830241788
bert_2nd_last_sws_first,weat9,0.0007282390429982052,0.0005986839580831376,0.0008872998900543583,0.0006288589087817618
bert_all_sws_avg,weat9,0.0008664392801321542,0.0023651720290567223,0.021034311035408634,0.00560538203728196
bert_all_sws_first,weat9,0.010149288642285002,0.008355398731083125,0.013566921999045065,0.008347609891682378
bert_last_CLS,weat9,0.000308613803217426,0.00022972150881029758,0.0002279198297406425,0.00032021725821542005
bert_last_sws_avg,weat9,0.0007082631328481573,0.001365631457510923,0.015617289999480725,0.003177025965627869
bert_last_sws_first,weat9,0.009482717634996867,0.007436775336840196,0.015184078371489365,0.008610500437743245
fasttext,weat9,0.03549053246341739,0.021247147060684136,0.010696085435743252,0.009373912806468892
