Type,DataSource,Method,weat12b,weat13b
contextual,NEW_HT,xlmr-last-hidden-subword-avg,0.455 (0.156),-0.302 (0.746)
contextual,NEW_HT,xlmr-avg-all-hidden-subword-avg,0.586 (0.098),-0.182 (0.648)
static,NEW_HT,xlmr-layer-0-subword-avg,-0.354 (0.783),0.059 (0.451)
